latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-7.802,-35.164,306.8,4.4,1.9,2018-12-02,0015,T,49,6.0NRT,289.8,57.1,N
-7.801,-35.169,306.6,4.4,1.9,2018-12-02,0015,T,47,6.0NRT,289.8,60.5,N
-19.931,26.69,308.5,1.9,1.4,2018-12-02,0000,A,75,6.0NRT,290.7,22.8,N
-20.129,25.72,303.6,1.6,1.3,2018-12-02,0000,A,56,6.0NRT,292.5,11.3,N
-31.347,24.835,303.6,2,1.4,2018-12-02,0000,A,56,6.0NRT,275.1,26.4,N
-31.349,24.856,301.4,2,1.4,2018-12-02,0000,A,41,6.0NRT,275.6,22.8,N
-33.272,19.823,303.7,1.1,1.1,2018-12-02,0000,A,57,6.0NRT,286.4,8.8,N
-13.488,-172.3,312.3,2.8,1.6,2018-12-02,0040,A,13,6.0NRT,294.5,29.5,D
-8.288,143.021,315.3,1.4,1.2,2018-12-02,0105,T,63,6.0NRT,297.1,10.3,D
-8.29,143.034,316.2,1.4,1.2,2018-12-02,0105,T,67,6.0NRT,298.6,11.4,D
-8.437,142.893,312.4,1.4,1.2,2018-12-02,0105,T,52,6.0NRT,295.2,6.9,D
-8.056,139.19,326.2,1,1,2018-12-02,0105,T,35,6.0NRT,302.1,11,D
-8.227,140.036,324.5,1,1,2018-12-02,0105,T,0,6.0NRT,302.8,12.2,D
-8.299,140.345,312.7,1,1,2018-12-02,0105,T,0,6.0NRT,288.3,5.6,D
-8.38,140.528,319.6,1,1,2018-12-02,0105,T,47,6.0NRT,300.5,9.5,D
-9.008,143.197,317.3,1.5,1.2,2018-12-02,0105,T,28,6.0NRT,299.7,13.2,D
-8.931,142.062,316.7,1.2,1.1,2018-12-02,0105,T,51,6.0NRT,297.7,12.4,D
-8.354,137.976,317.5,1,1,2018-12-02,0105,T,38,6.0NRT,292.7,8.8,D
-8.865,141.016,324.3,1.1,1,2018-12-02,0105,T,50,6.0NRT,301.2,15.3,D
-8.834,140.731,319.8,1.1,1,2018-12-02,0105,T,59,6.0NRT,299.7,11.1,D
-9.057,141.139,321.9,1.1,1.1,2018-12-02,0105,T,22,6.0NRT,299.5,12.7,D
-10.937,142.274,320.3,1.4,1.2,2018-12-02,0105,T,54,6.0NRT,302.2,13.6,D
-11.764,142.817,340.9,1.5,1.2,2018-12-02,0105,T,85,6.0NRT,300.5,67.3,D
-11.766,142.831,324.6,1.5,1.2,2018-12-02,0105,T,78,6.0NRT,301.2,25.6,D
-11.824,142.746,317.8,1.5,1.2,2018-12-02,0105,T,51,6.0NRT,297.9,13.2,D
-11.826,142.76,316.6,1.5,1.2,2018-12-02,0105,T,22,6.0NRT,300.3,10.6,D
-12.572,143.222,318.2,1.7,1.3,2018-12-02,0105,T,44,6.0NRT,301.6,18.6,D
-11.688,136.178,316,1.1,1.1,2018-12-02,0105,T,38,6.0NRT,302.3,10.7,D
-11.765,136.085,312.5,1.2,1.1,2018-12-02,0105,T,50,6.0NRT,300.6,8.3,D
-11.905,136.384,312.7,1.1,1.1,2018-12-02,0105,T,55,6.0NRT,302.1,8,D
-13.231,143.212,318.9,1.7,1.3,2018-12-02,0105,T,58,6.0NRT,297.7,15.6,D
-11.868,132.735,324.7,1.9,1.3,2018-12-02,0105,T,31,6.0NRT,302.8,26.3,D
-12.536,136.23,333.4,1.1,1.1,2018-12-02,0105,T,31,6.0NRT,312.3,14.8,D
-12.538,136.24,336.6,1.1,1.1,2018-12-02,0105,T,52,6.0NRT,314.8,19.8,D
-12.545,136.228,333.5,1.1,1.1,2018-12-02,0105,T,52,6.0NRT,308.1,14.8,D
-12.547,136.238,358.4,1.1,1.1,2018-12-02,0105,T,99,6.0NRT,312.6,72,D
-12.558,136.247,333.9,1.1,1.1,2018-12-02,0105,T,36,6.0NRT,311.4,15.8,D
-12.569,136.256,351.2,1.1,1.1,2018-12-02,0105,T,94,6.0NRT,310.6,53.5,D
-13.502,142.73,328.8,1.6,1.2,2018-12-02,0105,T,62,6.0NRT,302.5,22.1,D
-13.504,142.744,330.7,1.6,1.2,2018-12-02,0105,T,69,6.0NRT,303.1,27.7,D
-13.515,142.743,342.5,1.6,1.2,2018-12-02,0105,T,90,6.0NRT,302.3,66,D
-13.517,142.757,332.8,1.6,1.2,2018-12-02,0105,T,77,6.0NRT,303,37.4,D
-13.526,142.741,322.6,1.6,1.2,2018-12-02,0105,T,53,6.0NRT,301.7,16.1,D
-13.528,142.756,321.7,1.6,1.2,2018-12-02,0105,T,64,6.0NRT,301.6,15.4,D
-12.506,135.01,362.7,1.3,1.1,2018-12-02,0105,T,100,6.0NRT,300.3,112,D
-13.881,142.745,326,1.6,1.2,2018-12-02,0110,T,50,6.0NRT,300.2,20.3,D
-13.95,142.745,326.1,1.6,1.2,2018-12-02,0110,T,59,6.0NRT,296.1,25.9,D
-13.961,142.743,321.8,1.6,1.2,2018-12-02,0110,T,38,6.0NRT,295.7,16.8,D
-13.121,135.785,334.3,1.2,1.1,2018-12-02,0110,T,65,6.0NRT,314.8,13.3,D
-13.14,135.717,355.8,1.2,1.1,2018-12-02,0110,T,97,6.0NRT,317.2,63.4,D
-13.142,135.728,378.4,1.2,1.1,2018-12-02,0110,T,100,6.0NRT,316.3,150.5,D
-13.15,135.781,363.5,1.2,1.1,2018-12-02,0110,T,100,6.0NRT,315.3,87.1,D
-13.151,135.791,345.8,1.2,1.1,2018-12-02,0110,T,90,6.0NRT,313,36.2,D
-13.149,135.716,360,1.2,1.1,2018-12-02,0110,T,99,6.0NRT,312.8,77.4,D
-13.12,134.816,328,1.3,1.1,2018-12-02,0110,T,59,6.0NRT,304.4,15.3,D
-13.128,134.803,334.4,1.3,1.1,2018-12-02,0110,T,79,6.0NRT,305.4,27.9,D
-13.13,134.814,337,1.3,1.1,2018-12-02,0110,T,83,6.0NRT,302,33.4,D
-13.128,134.809,342.1,1.3,1.1,2018-12-02,0110,T,87,6.0NRT,305.1,47.2,D
-13.13,134.821,324.6,1.3,1.1,2018-12-02,0110,T,38,6.0NRT,300.7,10.6,D
-13.136,134.795,340.8,1.3,1.1,2018-12-02,0110,T,86,6.0NRT,305.6,43.2,D
-13.431,135.813,336.1,1.1,1.1,2018-12-02,0110,T,52,6.0NRT,315.2,12.7,D
-14.322,141.914,333,1.4,1.2,2018-12-02,0110,T,79,6.0NRT,303.2,31.1,D
-13.446,135.778,336.5,1.1,1.1,2018-12-02,0110,T,59,6.0NRT,315.5,13.6,D
-13.447,135.789,346.4,1.1,1.1,2018-12-02,0110,T,90,6.0NRT,315.5,33.7,D
-14.632,144.156,327.3,2.1,1.4,2018-12-02,0110,T,52,6.0NRT,302.9,30.1,D
-14.634,144.175,327,2.1,1.4,2018-12-02,0110,T,58,6.0NRT,304.9,26.9,D
-13.466,135.786,341.4,1.1,1.1,2018-12-02,0110,T,85,6.0NRT,315.4,25.6,D
-14.644,144.154,343.6,2.1,1.4,2018-12-02,0110,T,89,6.0NRT,303.9,98.4,D
-13.469,135.779,337.6,1.1,1.1,2018-12-02,0110,T,81,6.0NRT,315.2,19.4,D
-13.471,135.79,336.5,1.1,1.1,2018-12-02,0110,T,79,6.0NRT,313.2,17.3,D
-14.634,144.169,330.1,2.1,1.4,2018-12-02,0110,T,70,6.0NRT,304.6,37.3,D
-14.645,144.148,336.2,2.1,1.4,2018-12-02,0110,T,79,6.0NRT,303.2,62.6,D
-14.647,144.168,332,2.1,1.4,2018-12-02,0110,T,76,6.0NRT,305.4,43.2,D
-14.404,141.924,331,1.4,1.2,2018-12-02,0110,T,75,6.0NRT,303.7,26.4,D
-14.407,141.95,324.9,1.4,1.2,2018-12-02,0110,T,42,6.0NRT,304.9,13,D
-14.409,141.963,333.5,1.4,1.2,2018-12-02,0110,T,78,6.0NRT,305.4,30.7,D
-14.416,141.935,333,1.4,1.2,2018-12-02,0110,T,78,6.0NRT,303.4,30.4,D
-14.418,141.949,327,1.4,1.2,2018-12-02,0110,T,51,6.0NRT,302.6,16.5,D
-14.42,141.962,342.5,1.4,1.2,2018-12-02,0110,T,88,6.0NRT,303.1,55.3,D
-14.422,141.975,344.3,1.4,1.2,2018-12-02,0110,T,89,6.0NRT,304.1,61.8,D
-14.488,142.401,336.3,1.6,1.2,2018-12-02,0110,T,83,6.0NRT,303.8,41.2,D
-14.49,142.416,336.9,1.6,1.2,2018-12-02,0110,T,83,6.0NRT,304.7,43.9,D
-14.503,142.429,327.8,1.6,1.2,2018-12-02,0110,T,70,6.0NRT,304.8,20.2,D
-14.499,142.313,324.1,1.5,1.2,2018-12-02,0110,T,59,6.0NRT,304,12.2,D
-14.501,142.327,338,1.5,1.2,2018-12-02,0110,T,84,6.0NRT,305.5,46.2,D
-14.507,142.37,328,1.5,1.2,2018-12-02,0110,T,71,6.0NRT,302.9,17.8,D
-14.726,144.08,324.9,2.1,1.4,2018-12-02,0110,T,42,6.0NRT,302.8,23,D
-14.729,144.099,330.7,2.1,1.4,2018-12-02,0110,T,76,6.0NRT,303.4,43.8,D
-14.505,142.436,324.3,1.6,1.2,2018-12-02,0110,T,50,6.0NRT,304.5,13,D
-14.502,142.321,338.7,1.5,1.2,2018-12-02,0110,T,85,6.0NRT,305,47.9,D
-14.504,142.335,328.6,1.5,1.2,2018-12-02,0110,T,59,6.0NRT,305.3,19.5,D
-14.509,142.378,326.5,1.5,1.2,2018-12-02,0110,T,56,6.0NRT,303.5,14,D
-14.512,142.305,326.7,1.5,1.2,2018-12-02,0110,T,65,6.0NRT,303,19.1,D
-14.513,142.319,329.2,1.5,1.2,2018-12-02,0110,T,72,6.0NRT,304.9,23.7,D
-14.729,144.092,330.5,2.1,1.4,2018-12-02,0110,T,73,6.0NRT,303.4,41.7,D
-14.522,142.304,355.3,1.5,1.2,2018-12-02,0110,T,97,6.0NRT,303.9,112.5,D
-14.524,142.318,330.6,1.5,1.2,2018-12-02,0110,T,74,6.0NRT,305,28.7,D
-14.533,142.302,329.9,1.5,1.2,2018-12-02,0110,T,73,6.0NRT,302.3,28.8,D
-14.664,142.967,328.2,1.7,1.3,2018-12-02,0110,T,70,6.0NRT,302.8,25.5,D
-14.666,142.983,361.1,1.7,1.3,2018-12-02,0110,T,100,6.0NRT,306.4,164.1,D
-14.668,142.999,328.5,1.7,1.3,2018-12-02,0110,T,70,6.0NRT,306,26.9,D
-14.8,144.044,327.8,2.1,1.4,2018-12-02,0110,T,47,6.0NRT,303.4,28.6,D
-13.603,135.479,339.4,1.2,1.1,2018-12-02,0110,T,83,6.0NRT,315.1,22.3,D
-13.605,135.49,351,1.2,1.1,2018-12-02,0110,T,94,6.0NRT,313.4,50,D
-14.668,142.903,335.7,1.7,1.3,2018-12-02,0110,T,82,6.0NRT,305,42.8,D
-14.67,142.918,339.3,1.7,1.3,2018-12-02,0110,T,85,6.0NRT,305.1,56.9,D
-14.678,142.981,330.4,1.7,1.3,2018-12-02,0110,T,71,6.0NRT,304.4,31.2,D
-13.607,135.483,349.1,1.2,1.1,2018-12-02,0110,T,92,6.0NRT,313.7,49.2,D
-13.608,135.494,342.9,1.2,1.1,2018-12-02,0110,T,87,6.0NRT,311.7,34,D
-14.663,142.977,348.6,1.7,1.3,2018-12-02,0110,T,93,6.0NRT,304.7,97.8,D
-14.665,142.993,334,1.7,1.3,2018-12-02,0110,T,79,6.0NRT,306.1,42.4,D
-13.618,135.493,334.8,1.2,1.1,2018-12-02,0110,T,74,6.0NRT,308.7,18.3,D
-14.667,142.913,342.8,1.7,1.3,2018-12-02,0110,T,88,6.0NRT,306,70.7,D
-14.674,142.976,338.2,1.7,1.3,2018-12-02,0110,T,84,6.0NRT,303.9,54.4,D
-14.676,142.992,326.9,1.7,1.3,2018-12-02,0110,T,52,6.0NRT,306.1,20.7,D
-14.801,144.039,327.7,2.1,1.4,2018-12-02,0110,T,48,6.0NRT,303,27.9,D
-14.678,142.911,324.7,1.7,1.3,2018-12-02,0110,T,44,6.0NRT,304.3,14.8,D
-14.849,144.013,343.2,2.1,1.4,2018-12-02,0110,T,89,6.0NRT,305.2,93.3,D
-14.862,144.012,332.2,2.1,1.4,2018-12-02,0110,T,72,6.0NRT,300.6,43.7,D
-13.64,134.993,333.5,1.3,1.1,2018-12-02,0110,T,75,6.0NRT,311,14.2,D
-14.865,143.703,333.3,2,1.4,2018-12-02,0110,T,51,6.0NRT,303.8,48.4,D
-14.867,143.721,339.8,2,1.4,2018-12-02,0110,T,76,6.0NRT,305.4,70.4,D
-13.65,134.991,334.8,1.3,1.1,2018-12-02,0110,T,77,6.0NRT,309.1,17.1,D
-14.787,142.955,340.7,1.7,1.3,2018-12-02,0110,T,86,6.0NRT,304.5,60.6,D
-14.88,143.719,338,2,1.4,2018-12-02,0110,T,62,6.0NRT,303.1,65.2,D
-13.656,134.966,342.1,1.3,1.1,2018-12-02,0110,T,86,6.0NRT,311.6,35.8,D
-13.658,134.978,366.1,1.3,1.1,2018-12-02,0110,T,100,6.0NRT,311.5,114.3,D
-13.66,134.989,330.6,1.3,1.1,2018-12-02,0110,T,42,6.0NRT,308.6,10.4,D
-14.89,143.699,361.8,2,1.4,2018-12-02,0110,T,100,6.0NRT,301.7,210.3,D
-14.892,143.717,362,2,1.4,2018-12-02,0110,T,100,6.0NRT,304.6,207.6,D
-14.894,143.736,344.7,2,1.4,2018-12-02,0110,T,89,6.0NRT,304.9,94.1,D
-14.784,142.75,328.4,1.7,1.3,2018-12-02,0110,T,66,6.0NRT,303.2,22.2,D
-14.786,142.765,334,1.7,1.3,2018-12-02,0110,T,79,6.0NRT,303.8,39.3,D
-14.794,142.733,357.1,1.7,1.3,2018-12-02,0110,T,98,6.0NRT,304.3,131.2,D
-14.796,142.748,348,1.7,1.3,2018-12-02,0110,T,92,6.0NRT,305.6,86.7,D
-14.805,142.732,328.5,1.7,1.3,2018-12-02,0110,T,46,6.0NRT,305,22.6,D
-14.832,142.759,326.8,1.7,1.3,2018-12-02,0110,T,43,6.0NRT,304.3,15.6,D
-14.834,142.775,348,1.7,1.3,2018-12-02,0110,T,92,6.0NRT,304.9,88.4,D
-14.832,142.769,346.7,1.7,1.3,2018-12-02,0110,T,91,6.0NRT,305.2,81.7,D
-14.834,142.784,331.1,1.7,1.3,2018-12-02,0110,T,74,6.0NRT,304.4,29.8,D
-14.845,142.69,335.5,1.6,1.3,2018-12-02,0110,T,81,6.0NRT,306.7,39.7,D
-14.845,142.418,340.8,1.6,1.2,2018-12-02,0110,T,86,6.0NRT,306.5,52.9,D
-14.847,142.432,340.8,1.6,1.2,2018-12-02,0110,T,86,6.0NRT,307,52.7,D
-14.856,142.416,340.1,1.6,1.2,2018-12-02,0110,T,85,6.0NRT,305.9,50.4,D
-14.858,142.431,331.5,1.6,1.2,2018-12-02,0110,T,75,6.0NRT,307.2,25.1,D
-14.867,142.415,340.1,1.6,1.2,2018-12-02,0110,T,86,6.0NRT,304.4,51.2,D
-14.869,142.43,330.5,1.6,1.2,2018-12-02,0110,T,73,6.0NRT,306.1,22.3,D
-15.021,143.622,335.4,1.9,1.4,2018-12-02,0110,T,80,6.0NRT,305.7,49.1,D
-15.072,144.032,339,2.1,1.4,2018-12-02,0110,T,85,6.0NRT,303.5,79,D
-15.074,144.051,334.6,2.1,1.4,2018-12-02,0110,T,74,6.0NRT,305,55.3,D
-13.848,135.275,339.8,1.2,1.1,2018-12-02,0110,T,81,6.0NRT,314.1,24.3,D
-13.849,135.286,361.5,1.2,1.1,2018-12-02,0110,T,100,6.0NRT,311.8,88.1,D
-15.027,143.567,327.7,1.9,1.4,2018-12-02,0110,T,51,6.0NRT,304.9,21.3,D
-15.029,143.585,328,1.9,1.4,2018-12-02,0110,T,31,6.0NRT,304.9,20.4,D
-15.085,144.03,333.9,2.1,1.4,2018-12-02,0110,T,51,6.0NRT,302.5,53.9,D
-13.85,135.279,351.7,1.2,1.1,2018-12-02,0110,T,94,6.0NRT,313.5,57,D
-13.852,135.29,339.5,1.2,1.1,2018-12-02,0110,T,82,6.0NRT,310.5,27.3,D
-14.869,142.423,335.3,1.6,1.2,2018-12-02,0110,T,80,6.0NRT,305.6,36.5,D
-15.025,143.615,334.2,1.9,1.4,2018-12-02,0110,T,79,6.0NRT,305.1,41.4,D
-15.072,144.025,334,2.1,1.4,2018-12-02,0110,T,70,6.0NRT,302.7,56.8,D
-15.075,144.045,335.5,2.1,1.4,2018-12-02,0110,T,71,6.0NRT,304.5,57.8,D
-15.085,144.024,334.1,2.1,1.4,2018-12-02,0110,T,67,6.0NRT,301.8,57.9,D
-15.04,143.541,339.2,1.9,1.4,2018-12-02,0110,T,85,6.0NRT,304.4,64.5,D
-15.098,144.022,349.7,2.1,1.4,2018-12-02,0110,T,93,6.0NRT,302.7,138.4,D
-15.11,144.02,352.7,2.1,1.4,2018-12-02,0110,T,95,6.0NRT,303.6,154.9,D
-13.905,135.247,332.8,1.2,1.1,2018-12-02,0110,T,50,6.0NRT,313.2,13.2,D
-15.138,144.037,332.6,2.1,1.4,2018-12-02,0110,T,56,6.0NRT,302.1,49.3,D
-15.151,144.035,328.8,2.1,1.4,2018-12-02,0110,T,43,6.0NRT,301.3,38.6,D
-13.96,134.564,333.9,1.3,1.1,2018-12-02,0110,T,75,6.0NRT,310.4,16.4,D
-14.126,135.477,341.3,1.2,1.1,2018-12-02,0110,T,84,6.0NRT,312.3,29.1,D
-14.12,135.378,358.9,1.2,1.1,2018-12-02,0110,T,99,6.0NRT,313.8,76.2,D
-14.122,135.389,336.6,1.2,1.1,2018-12-02,0110,T,77,6.0NRT,313.9,18.9,D
-14.136,135.475,332.2,1.2,1.1,2018-12-02,0110,T,57,6.0NRT,311.6,12,D
-14.16,135.421,347.9,1.2,1.1,2018-12-02,0110,T,86,6.0NRT,314.1,44.5,D
-14.162,135.432,354.4,1.2,1.1,2018-12-02,0110,T,96,6.0NRT,314,63.3,D
-14.163,135.443,335.7,1.2,1.1,2018-12-02,0110,T,33,6.0NRT,311.5,19.4,D
-14.17,135.42,332.6,1.2,1.1,2018-12-02,0110,T,42,6.0NRT,309.8,14.4,D
-14.185,135.137,334.7,1.2,1.1,2018-12-02,0110,T,57,6.0NRT,311.9,14.1,D
-15.365,143.211,333.5,1.8,1.3,2018-12-02,0110,T,46,6.0NRT,306.7,32.9,D
-15.398,143.088,330.3,1.8,1.3,2018-12-02,0110,T,58,6.0NRT,306.1,25.3,D
-15.435,143.185,331.8,1.8,1.3,2018-12-02,0110,T,53,6.0NRT,305.5,27.3,D
-15.426,143.062,333,1.8,1.3,2018-12-02,0110,T,71,6.0NRT,304.6,33.8,D
-15.454,143.194,344.9,1.8,1.3,2018-12-02,0110,T,90,6.0NRT,306.6,82.3,D
-15.45,143.059,335.3,1.8,1.3,2018-12-02,0110,T,76,6.0NRT,306.3,43.1,D
-15.464,143.176,328.4,1.8,1.3,2018-12-02,0110,T,58,6.0NRT,303.9,23.1,D
-15.466,143.193,327.4,1.8,1.3,2018-12-02,0110,T,36,6.0NRT,305.9,21.2,D
-15.476,143.174,331.3,1.8,1.3,2018-12-02,0110,T,74,6.0NRT,304.7,34.5,D
-15.478,143.191,330.8,1.8,1.3,2018-12-02,0110,T,73,6.0NRT,305.2,33.4,D
-15.483,143.038,328.6,1.8,1.3,2018-12-02,0110,T,26,6.0NRT,305.6,22.3,D
-15.509,143.051,330.6,1.8,1.3,2018-12-02,0110,T,40,6.0NRT,307,23.2,D
-15.504,143.045,334.5,1.8,1.3,2018-12-02,0110,T,76,6.0NRT,306.3,35.7,D
-15.581,143.086,347.5,1.8,1.3,2018-12-02,0110,T,92,6.0NRT,306.1,95.1,D
-15.583,143.103,327.7,1.8,1.3,2018-12-02,0110,T,66,6.0NRT,305.6,22.6,D
-15.587,143.08,332.6,1.8,1.3,2018-12-02,0110,T,76,6.0NRT,304.8,37.6,D
-15.589,143.096,326.9,1.8,1.3,2018-12-02,0110,T,64,6.0NRT,305.9,21,D
-15.73,143.979,324.5,2.1,1.4,2018-12-02,0110,T,27,6.0NRT,303.7,25,D
-15.742,143.977,334.7,2.1,1.4,2018-12-02,0110,T,79,6.0NRT,302.7,64.1,D
-15.745,143.997,327.1,2.1,1.4,2018-12-02,0110,T,40,6.0NRT,302.7,35,D
-15.646,143.072,335.1,1.8,1.3,2018-12-02,0110,T,80,6.0NRT,305.4,46.4,D
-15.648,143.089,328,1.8,1.3,2018-12-02,0110,T,67,6.0NRT,304.9,25.1,D
-15.752,142.902,330.6,1.8,1.3,2018-12-02,0110,T,59,6.0NRT,306.3,24.3,D
-15.768,142.933,328.4,1.8,1.3,2018-12-02,0110,T,40,6.0NRT,306.5,19.8,D
-15.761,142.812,330.7,1.7,1.3,2018-12-02,0110,T,50,6.0NRT,307.8,20.1,D
-15.826,142.953,335.3,1.8,1.3,2018-12-02,0110,T,80,6.0NRT,305.5,44.3,D
-15.845,143.103,335.1,1.8,1.3,2018-12-02,0110,T,63,6.0NRT,307.7,36.2,D
-14.111,131.405,320.7,2.2,1.4,2018-12-02,0110,T,23,6.0NRT,301.6,20,D
-16.091,145.069,334.6,2.6,1.5,2018-12-02,0110,T,80,6.0NRT,300.2,104,D
-15.863,142.965,325.3,1.8,1.3,2018-12-02,0110,T,35,6.0NRT,305.2,16.8,D
-15.876,143.065,340.1,1.8,1.3,2018-12-02,0110,T,85,6.0NRT,307.6,59.8,D
-16.082,145.063,327.4,2.6,1.5,2018-12-02,0110,T,66,6.0NRT,300.3,63.5,D
-16.085,145.087,322.3,2.6,1.6,2018-12-02,0110,T,17,6.0NRT,300,43.9,D
-15.882,143.058,338.2,1.8,1.3,2018-12-02,0110,T,80,6.0NRT,307.4,50.8,D
-15.894,143.056,332.3,1.8,1.3,2018-12-02,0110,T,49,6.0NRT,307.4,27.5,D
-15.887,142.709,336.2,1.7,1.3,2018-12-02,0110,T,70,6.0NRT,306.6,35.1,D
-15.889,142.725,335.3,1.7,1.3,2018-12-02,0110,T,69,6.0NRT,307.3,28.9,D
-15.9,142.723,338.2,1.7,1.3,2018-12-02,0110,T,83,6.0NRT,308.1,39.1,D
-15.924,142.818,339,1.7,1.3,2018-12-02,0110,T,84,6.0NRT,309.8,36.9,D
-15.92,142.813,337.3,1.7,1.3,2018-12-02,0110,T,82,6.0NRT,309.3,30.6,D
-15.943,142.81,332,1.7,1.3,2018-12-02,0110,T,60,6.0NRT,307.9,14.9,D
-15.953,142.792,335.5,1.7,1.3,2018-12-02,0110,T,79,6.0NRT,306.9,28.7,D
-15.966,142.709,329.9,1.7,1.3,2018-12-02,0110,T,35,6.0NRT,303.7,24.9,D
-14.697,133.801,336.6,1.4,1.2,2018-12-02,0110,T,52,6.0NRT,311.6,27.4,D
-16.13,143.847,327.3,2.1,1.4,2018-12-02,0110,T,62,6.0NRT,304.5,33.2,D
-16.132,143.866,324.4,2.1,1.4,2018-12-02,0110,T,42,6.0NRT,303.4,25.1,D
-14.714,133.771,331.1,1.4,1.2,2018-12-02,0110,T,31,6.0NRT,312.3,17.3,D
-16.132,143.86,328.6,2.1,1.4,2018-12-02,0110,T,65,6.0NRT,304.1,38.7,D
-14.72,133.777,333.4,1.4,1.2,2018-12-02,0110,T,58,6.0NRT,310.2,24.1,D
-16.044,142.79,333.2,1.7,1.3,2018-12-02,0110,T,59,6.0NRT,306.5,29.1,D
-16.073,142.738,327.4,1.7,1.3,2018-12-02,0110,T,53,6.0NRT,305.7,19.6,D
-16.091,142.784,334.6,1.7,1.3,2018-12-02,0110,T,78,6.0NRT,305.5,39.4,D
-16.095,142.817,333.7,1.8,1.3,2018-12-02,0110,T,40,6.0NRT,307.7,29,D
-16.104,142.799,344.9,1.7,1.3,2018-12-02,0110,T,89,6.0NRT,305.2,75,D
-16.106,142.815,338.4,1.8,1.3,2018-12-02,0110,T,62,6.0NRT,305.5,44.2,D
-16.118,142.814,336.3,1.8,1.3,2018-12-02,0110,T,43,6.0NRT,305.1,34.7,D
-16.102,142.81,340.2,1.8,1.3,2018-12-02,0110,T,70,6.0NRT,305.5,48,D
-16.114,142.809,344.4,1.8,1.3,2018-12-02,0110,T,64,6.0NRT,305.7,68.4,D
-16.155,142.853,338.6,1.8,1.3,2018-12-02,0110,T,62,6.0NRT,307.5,43.7,D
-16.182,142.784,331,1.7,1.3,2018-12-02,0110,T,64,6.0NRT,306.3,25.7,D
-16.184,142.8,330.2,1.8,1.3,2018-12-02,0110,T,62,6.0NRT,305.8,23,D
-16.186,142.816,328.2,1.8,1.3,2018-12-02,0110,T,56,6.0NRT,305.7,17.2,D
-16.196,142.798,350.3,1.8,1.3,2018-12-02,0110,T,93,6.0NRT,305.7,99.4,D
-16.199,142.732,336.5,1.7,1.3,2018-12-02,0110,T,80,6.0NRT,306.4,44.1,D
-16.211,142.83,328.5,1.8,1.3,2018-12-02,0110,T,28,6.0NRT,305.1,17.9,D
-16.191,142.792,340,1.8,1.3,2018-12-02,0110,T,84,6.0NRT,305.9,54.5,D
-16.193,142.809,333.6,1.8,1.3,2018-12-02,0110,T,75,6.0NRT,305.1,31,D
-16.203,142.791,330.9,1.8,1.3,2018-12-02,0110,T,59,6.0NRT,305,24.7,D
-16.205,142.807,329.7,1.8,1.3,2018-12-02,0110,T,49,6.0NRT,304.5,21,D
-14.757,132.775,333.6,1.7,1.3,2018-12-02,0110,T,76,6.0NRT,304.6,34.4,D
-16.248,142.769,327.9,1.7,1.3,2018-12-02,0110,T,31,6.0NRT,305.2,20.2,D
-16.362,143.308,335.9,1.9,1.4,2018-12-02,0110,T,79,6.0NRT,309,35.5,D
-16.366,143.302,331.7,1.9,1.4,2018-12-02,0110,T,58,6.0NRT,308,20.6,D
-16.403,143.297,331.9,1.9,1.4,2018-12-02,0110,T,51,6.0NRT,307,26.9,D
-15.036,133.482,336.3,1.5,1.2,2018-12-02,0110,T,78,6.0NRT,312.4,25.8,D
-15.038,133.475,332.6,1.5,1.2,2018-12-02,0110,T,52,6.0NRT,313.6,16.7,D
-15.041,133.489,332.9,1.5,1.2,2018-12-02,0110,T,60,6.0NRT,312,17.6,D
-15.047,133.46,335.1,1.5,1.2,2018-12-02,0110,T,68,6.0NRT,313.2,23,D
-16.542,143.384,356.5,2,1.4,2018-12-02,0110,T,97,6.0NRT,303.8,157.9,D
-16.544,143.402,380.9,2,1.4,2018-12-02,0110,T,100,6.0NRT,303.4,373,D
-16.558,143.419,334.7,2,1.4,2018-12-02,0110,T,69,6.0NRT,300.9,48.5,D
-16.561,143.437,359.2,2,1.4,2018-12-02,0110,T,99,6.0NRT,306.4,176.6,D
-16.563,143.455,340.8,2,1.4,2018-12-02,0110,T,84,6.0NRT,306.8,66.7,D
-16.588,143.663,334.7,2.1,1.4,2018-12-02,0110,T,76,6.0NRT,307,44.4,D
-16.535,143.397,331.2,2,1.4,2018-12-02,0110,T,69,6.0NRT,305.4,32,D
-16.545,143.377,327.6,2,1.4,2018-12-02,0110,T,22,6.0NRT,302.7,21,D
-16.547,143.396,379.4,2,1.4,2018-12-02,0110,T,100,6.0NRT,303.9,357.9,D
-16.563,143.431,358.4,2,1.4,2018-12-02,0110,T,99,6.0NRT,304.8,173.6,D
-16.566,143.449,361.1,2,1.4,2018-12-02,0110,T,100,6.0NRT,306.1,188.5,D
-16.589,143.657,330.8,2.1,1.4,2018-12-02,0110,T,66,6.0NRT,307,27.6,D
-16.592,143.676,329.9,2.1,1.4,2018-12-02,0110,T,64,6.0NRT,306.6,25.6,D
-16.578,143.448,333.9,2,1.4,2018-12-02,0110,T,40,6.0NRT,300.6,38.4,D
-15.086,133.009,331.7,1.6,1.2,2018-12-02,0110,T,16,6.0NRT,307.6,22.2,D
-16.59,143.446,333.9,2,1.4,2018-12-02,0110,T,40,6.0NRT,305.1,41.7,D
