latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-16.835,144.795,324.4,1.3,1.1,2018-12-01,0025,T,40,6.0NRT,303.5,12.7,D
-16.837,144.807,337.6,1.3,1.1,2018-12-01,0025,T,82,6.0NRT,304.5,37.3,D
-16.839,144.82,331.7,1.3,1.1,2018-12-01,0025,T,60,6.0NRT,305.1,23,D
-16.843,144.844,328.4,1.3,1.1,2018-12-01,0025,T,48,6.0NRT,306.2,15,D
-16.855,144.854,325.6,1.3,1.1,2018-12-01,0025,T,34,6.0NRT,305.2,9.5,D
-16.576,143.236,329.2,1.6,1.3,2018-12-01,0025,T,31,6.0NRT,303.8,26.4,D
-16.579,143.251,324.9,1.6,1.3,2018-12-01,0025,T,13,6.0NRT,302.2,20.1,D
-16.648,143.516,329.4,1.6,1.2,2018-12-01,0025,T,66,6.0NRT,307.8,18.2,D
-16.861,144.648,335,1.3,1.1,2018-12-01,0025,T,79,6.0NRT,307.2,27.7,D
-16.893,144.841,333.6,1.3,1.1,2018-12-01,0025,T,77,6.0NRT,308.1,25.1,D
-16.587,142.959,329.8,1.7,1.3,2018-12-01,0025,T,58,6.0NRT,307.2,18,D
-16.617,143.133,331.3,1.7,1.3,2018-12-01,0025,T,64,6.0NRT,309,18.1,D
-16.619,143.148,330.8,1.7,1.3,2018-12-01,0025,T,59,6.0NRT,307.7,17.5,D
-16.879,144.632,332.2,1.3,1.1,2018-12-01,0025,T,52,6.0NRT,306.6,20,D
-16.698,143.476,333,1.6,1.2,2018-12-01,0025,T,42,6.0NRT,307.5,29.9,D
-16.706,143.52,335.8,1.6,1.2,2018-12-01,0025,T,59,6.0NRT,303.7,42,D
-16.713,143.564,326.5,1.6,1.2,2018-12-01,0025,T,16,6.0NRT,304.9,18.5,D
-16.882,144.581,342.7,1.3,1.1,2018-12-01,0025,T,87,6.0NRT,310.2,45,D
-16.888,144.617,341.1,1.3,1.1,2018-12-01,0025,T,86,6.0NRT,308.9,41.3,D
-16.709,143.474,335.1,1.6,1.2,2018-12-01,0025,T,62,6.0NRT,305.1,39.4,D
-16.89,144.566,332.4,1.3,1.1,2018-12-01,0025,T,26,6.0NRT,309.5,17.5,D
-16.894,144.591,336.6,1.3,1.1,2018-12-01,0025,T,56,6.0NRT,308.8,26.4,D
-16.896,144.603,340.8,1.3,1.1,2018-12-01,0025,T,85,6.0NRT,309.1,37.9,D
-16.668,143.155,330.8,1.7,1.3,2018-12-01,0025,T,59,6.0NRT,309.3,17.2,D
-16.673,143.186,341.6,1.7,1.3,2018-12-01,0025,T,86,6.0NRT,307,57.1,D
-16.894,144.527,333.3,1.3,1.1,2018-12-01,0025,T,70,6.0NRT,312.3,21,D
-16.904,144.59,333.3,1.3,1.1,2018-12-01,0025,T,69,6.0NRT,307.2,16.9,D
-16.906,144.602,361,1.3,1.1,2018-12-01,0025,T,100,6.0NRT,309.1,102.9,D
-16.908,144.614,339.3,1.3,1.1,2018-12-01,0025,T,84,6.0NRT,308.9,33.8,D
-16.934,144.772,332.8,1.3,1.1,2018-12-01,0025,T,70,6.0NRT,310.1,19.2,D
-16.89,144.521,333.4,1.3,1.1,2018-12-01,0025,T,57,6.0NRT,311.3,19.8,D
-16.901,144.584,335.9,1.3,1.1,2018-12-01,0025,T,47,6.0NRT,308.1,25.9,D
-16.903,144.596,343.5,1.3,1.1,2018-12-01,0025,T,88,6.0NRT,308,47.3,D
-16.905,144.608,337.3,1.3,1.1,2018-12-01,0025,T,82,6.0NRT,308.9,32.9,D
-16.933,144.778,333.1,1.3,1.1,2018-12-01,0025,T,58,6.0NRT,309.6,20,D
-16.67,143.18,333.4,1.7,1.3,2018-12-01,0025,T,59,6.0NRT,308.1,32.2,D
-16.915,144.606,368.7,1.3,1.1,2018-12-01,0025,T,100,6.0NRT,307.5,145.1,D
-16.917,144.618,347.1,1.3,1.1,2018-12-01,0025,T,91,6.0NRT,307.1,61.5,D
-16.931,144.705,328,1.3,1.1,2018-12-01,0025,T,65,6.0NRT,307.9,13.8,D
-16.948,144.739,334.9,1.3,1.1,2018-12-01,0025,T,79,6.0NRT,308.1,26.1,D
-16.919,144.503,333.1,1.3,1.1,2018-12-01,0025,T,45,6.0NRT,311.4,19.5,D
-16.944,144.652,327.9,1.3,1.1,2018-12-01,0025,T,39,6.0NRT,302.2,18.1,D
-16.983,144.892,337.6,1.3,1.1,2018-12-01,0025,T,82,6.0NRT,302.9,35.1,D
-16.985,144.903,323.6,1.3,1.1,2018-12-01,0025,T,25,6.0NRT,303.2,8.9,D
-16.649,142.857,358.2,1.8,1.3,2018-12-01,0025,T,98,6.0NRT,308.6,137.3,D
-16.652,142.873,356.3,1.7,1.3,2018-12-01,0025,T,97,6.0NRT,305.9,127.4,D
-16.696,143.127,335.8,1.7,1.3,2018-12-01,0025,T,60,6.0NRT,311.1,31.9,D
-16.702,143.094,332.2,1.7,1.3,2018-12-01,0025,T,41,6.0NRT,310.4,22.3,D
-16.713,143.156,345.2,1.7,1.3,2018-12-01,0025,T,86,6.0NRT,305.2,77.5,D
-16.966,144.661,328.1,1.3,1.1,2018-12-01,0025,T,32,6.0NRT,301.7,20.5,D
-16.97,144.685,331,1.3,1.1,2018-12-01,0025,T,40,6.0NRT,303.5,22.8,D
-17.001,144.877,331.7,1.3,1.1,2018-12-01,0025,T,66,6.0NRT,304.5,23.2,D
-16.689,142.95,327.6,1.7,1.3,2018-12-01,0025,T,44,6.0NRT,304.8,14.8,D
-16.768,143.411,332.1,1.6,1.2,2018-12-01,0025,T,68,6.0NRT,310.4,28.2,D
-16.771,143.426,328.3,1.6,1.2,2018-12-01,0025,T,52,6.0NRT,308.7,20.4,D
-16.946,144.473,336.4,1.3,1.1,2018-12-01,0025,T,67,6.0NRT,309.7,28.8,D
-16.948,144.485,334.7,1.3,1.1,2018-12-01,0025,T,57,6.0NRT,312.7,23.5,D
-16.976,144.659,326.4,1.3,1.1,2018-12-01,0025,T,47,6.0NRT,302.4,19.2,D
-17.009,144.863,326.5,1.3,1.1,2018-12-01,0025,T,44,6.0NRT,301.9,16.6,D
-16.737,143.023,332.3,1.7,1.3,2018-12-01,0025,T,40,6.0NRT,308.8,25.2,D
-16.743,143.054,350.4,1.7,1.3,2018-12-01,0025,T,93,6.0NRT,309.1,88.2,D
-16.745,143.07,334.2,1.7,1.3,2018-12-01,0025,T,51,6.0NRT,308.7,30.6,D
-16.804,143.42,335.8,1.6,1.2,2018-12-01,0025,T,79,6.0NRT,306.7,39.2,D
-16.864,143.83,328.4,1.5,1.2,2018-12-01,0025,T,64,6.0NRT,309.1,17.5,D
-16.742,143.065,336.5,1.7,1.3,2018-12-01,0025,T,69,6.0NRT,309.5,38.6,D
-16.804,143.414,334.4,1.6,1.2,2018-12-01,0025,T,77,6.0NRT,306.4,35.5,D
-16.806,143.429,329.5,1.6,1.2,2018-12-01,0025,T,67,6.0NRT,306.1,25.2,D
-16.746,143.015,332,1.7,1.3,2018-12-01,0025,T,64,6.0NRT,306.1,28.4,D
-16.754,143.062,337.5,1.7,1.3,2018-12-01,0025,T,81,6.0NRT,308.1,43,D
-16.815,143.412,343.6,1.6,1.2,2018-12-01,0025,T,88,6.0NRT,305.4,65.6,D
-16.817,143.427,334.8,1.6,1.2,2018-12-01,0025,T,78,6.0NRT,306.2,39.2,D
-16.706,142.722,333.7,1.8,1.3,2018-12-01,0025,T,61,6.0NRT,309.2,27.6,D
-16.718,142.72,333,1.8,1.3,2018-12-01,0025,T,54,6.0NRT,307.8,26.5,D
-16.769,142.945,331.1,1.7,1.3,2018-12-01,0025,T,66,6.0NRT,306.9,20.5,D
-16.772,142.961,327.3,1.7,1.3,2018-12-01,0025,T,44,6.0NRT,306.8,11.5,D
-16.833,143.317,332.5,1.6,1.2,2018-12-01,0025,T,65,6.0NRT,311.4,26.4,D
-16.825,143.066,337.7,1.7,1.3,2018-12-01,0025,T,82,6.0NRT,310.3,36.9,D
-16.828,143.081,331.3,1.7,1.3,2018-12-01,0025,T,67,6.0NRT,310.1,17.2,D
-16.849,143.141,332.3,1.7,1.3,2018-12-01,0025,T,52,6.0NRT,310.3,22.2,D
-16.822,143.059,333.3,1.7,1.3,2018-12-01,0025,T,76,6.0NRT,311.2,22.6,D
-16.825,143.075,335.6,1.7,1.3,2018-12-01,0025,T,79,6.0NRT,310.6,29.6,D
-16.85,143.15,333.6,1.7,1.3,2018-12-01,0025,T,57,6.0NRT,310.7,28.1,D
-17.201,145.22,332.4,1.2,1.1,2018-12-01,0025,T,58,6.0NRT,310.6,14.4,D
-17.209,145.208,346.4,1.2,1.1,2018-12-01,0025,T,91,6.0NRT,309.2,46.5,D
-17.211,145.219,335,1.2,1.1,2018-12-01,0025,T,80,6.0NRT,310.1,19,D
-16.82,142.846,332.2,1.7,1.3,2018-12-01,0025,T,55,6.0NRT,310.9,22.7,D
-16.964,143.409,326.1,1.6,1.2,2018-12-01,0025,T,51,6.0NRT,306.8,15.1,D
-17.271,145.278,346.4,1.2,1.1,2018-12-01,0025,T,91,6.0NRT,310.5,47.4,D
-16.918,143.074,336.2,1.7,1.3,2018-12-01,0025,T,70,6.0NRT,313.7,30.6,D
-16.921,143.089,337.2,1.7,1.3,2018-12-01,0025,T,66,6.0NRT,312.2,35.1,D
-16.96,143.318,328.9,1.6,1.2,2018-12-01,0025,T,39,6.0NRT,308.5,18.8,D
-16.962,143.332,342.7,1.6,1.2,2018-12-01,0025,T,87,6.0NRT,308.6,59.4,D
-16.965,143.347,354.7,1.6,1.2,2018-12-01,0025,T,96,6.0NRT,309.1,109.7,D
-16.972,143.392,343.2,1.6,1.2,2018-12-01,0025,T,88,6.0NRT,307.3,62.4,D
-16.975,143.407,351.2,1.6,1.2,2018-12-01,0025,T,94,6.0NRT,306.8,93.4,D
-16.977,143.421,333.9,1.6,1.2,2018-12-01,0025,T,62,6.0NRT,306,33,D
-16.935,143.102,340.6,1.7,1.3,2018-12-01,0025,T,81,6.0NRT,309.5,51.5,D
-16.971,143.316,339.2,1.6,1.2,2018-12-01,0025,T,84,6.0NRT,307,50.5,D
-16.983,143.39,331.1,1.6,1.2,2018-12-01,0025,T,42,6.0NRT,304.1,28,D
-16.991,143.434,330.6,1.6,1.2,2018-12-01,0025,T,44,6.0NRT,305.2,29.2,D
-17.015,143.579,353.4,1.5,1.2,2018-12-01,0025,T,95,6.0NRT,306.8,103.1,D
-17.017,143.593,337.1,1.5,1.2,2018-12-01,0025,T,81,6.0NRT,306.6,44.2,D
-16.964,143.341,351,1.6,1.2,2018-12-01,0025,T,94,6.0NRT,309.2,94.2,D
-16.972,143.386,335.5,1.6,1.2,2018-12-01,0025,T,52,6.0NRT,307,38.6,D
-16.974,143.401,346,1.6,1.2,2018-12-01,0025,T,90,6.0NRT,306.7,74.5,D
-16.977,143.415,337.2,1.6,1.2,2018-12-01,0025,T,63,6.0NRT,306.1,44.6,D
-17.007,143.589,327.6,1.5,1.2,2018-12-01,0025,T,63,6.0NRT,308,20,D
-16.93,143.081,336.2,1.7,1.3,2018-12-01,0025,T,50,6.0NRT,310.9,33,D
-16.933,143.097,338.4,1.7,1.3,2018-12-01,0025,T,72,6.0NRT,310.1,44.3,D
-16.97,143.31,330.7,1.6,1.2,2018-12-01,0025,T,35,6.0NRT,306.7,27.4,D
-16.973,143.325,334.1,1.6,1.2,2018-12-01,0025,T,49,6.0NRT,306.5,36.7,D
-16.986,143.399,325.3,1.6,1.2,2018-12-01,0025,T,28,6.0NRT,303.6,19.4,D
-16.991,143.428,327.8,1.6,1.2,2018-12-01,0025,T,52,6.0NRT,304.7,25.3,D
-16.993,143.443,324.6,1.6,1.2,2018-12-01,0025,T,30,6.0NRT,305.1,18.5,D
-17.016,143.572,332.8,1.5,1.2,2018-12-01,0025,T,75,6.0NRT,305.8,31.7,D
-17.018,143.587,349.1,1.5,1.2,2018-12-01,0025,T,93,6.0NRT,306.6,83.2,D
-16.939,143.064,344.4,1.7,1.3,2018-12-01,0025,T,88,6.0NRT,312.1,66.2,D
-16.941,143.079,345.2,1.7,1.3,2018-12-01,0025,T,84,6.0NRT,308.8,68.8,D
-16.95,143.062,354.7,1.7,1.3,2018-12-01,0025,T,96,6.0NRT,309.3,118.2,D
-16.953,143.077,341.9,1.7,1.3,2018-12-01,0025,T,86,6.0NRT,306.2,62.4,D
-16.923,142.838,330.1,1.7,1.3,2018-12-01,0025,T,58,6.0NRT,311.1,18.1,D
-16.934,142.836,336.4,1.7,1.3,2018-12-01,0025,T,80,6.0NRT,310.3,38,D
-16.937,142.852,338.6,1.7,1.3,2018-12-01,0025,T,83,6.0NRT,309.7,45.2,D
-17.22,144.161,334.9,1.4,1.2,2018-12-01,0025,T,80,6.0NRT,306,26,D
-17.222,144.174,342.2,1.4,1.2,2018-12-01,0025,T,87,6.0NRT,308.6,46,D
-17.23,144.159,333.1,1.4,1.2,2018-12-01,0025,T,76,6.0NRT,306.5,23.5,D
-17.233,144.172,342,1.4,1.2,2018-12-01,0025,T,87,6.0NRT,310,46.5,D
-17.235,144.185,330.5,1.4,1.2,2018-12-01,0025,T,55,6.0NRT,309.9,17.5,D
-17.241,144.157,327.4,1.4,1.2,2018-12-01,0025,T,55,6.0NRT,307.4,14.2,D
-17.243,144.17,343,1.4,1.2,2018-12-01,0025,T,88,6.0NRT,309.8,51.8,D
-17.245,144.183,345.4,1.4,1.2,2018-12-01,0025,T,90,6.0NRT,311.1,56.1,D
-17.253,144.168,386.5,1.4,1.2,2018-12-01,0025,T,100,6.0NRT,312.6,266.9,D
